LotNo,Qty Unique Chip-id Bin1,Qty Redundant Chip-id,Qty Camstar at Bake-in,Result,Qty Camstar-Unique Chip-Id,Tested Date,Test Sequence
VC349536B01,33393,0,33391,OK,2,['2024-01-28 07:19:39'],['NR']
VC34953694Q,42353,0,42341,OK,12,['2024-01-28 17:43:02'],['NR']
VC34953694Y,21192,0,21192,OK,0,['2024-01-29 07:29:34'],['NCR']
VC34668694P,28630,0,28630,OK,0,['2024-01-29 15:56:49'],['NR']
VC349536B02,33287,0,33275,OK,12,['2024-01-30 00:37:05'],['N']
VC349536942,30151,0,30147,OK,4,['2024-01-30 11:06:57'],['N']
VC346686EA3,30607,0,30604,OK,3,['2024-01-30 20:27:01'],['NR']
VC34668695W,28442,0,28422,OK,20,['2024-01-31 09:26:59'],['N']
VC346686B14,26702,0,26702,OK,0,['2024-02-01 17:14:59'],['NR']
VC34668695Q,28418,6,28418,OK,0,['2024-02-02 02:16:49'],['NR']
VC34668694V,28532,0,28520,OK,12,['2024-02-02 14:12:48'],['NR']
VC349536B11,33319,10,33288,OK,31,['2024-02-03 00:26:33'],['NCR']
VC34953694E,30216,0,30206,OK,10,['2024-02-03 14:26:04'],['NR']
VC34953693T,20773,0,20769,OK,4,['2024-02-04 01:19:02'],['N']
VC34953693P,21189,0,21175,OK,14,['2024-02-04 10:56:12'],['N']
VC351086931,26734,0,26733,OK,1,['2024-02-04 18:11:54'],['N']
VC351086B01,26485,16,26430,OK,55,['2024-02-05 06:15:34'],['NR']
VC34953693X,20796,0,20784,OK,12,['2024-02-05 20:51:05'],['NCR']
VC35108693B,30525,10,30449,OK,76,['2024-02-06 04:28:44'],['NCR']
VC351086B02,26526,0,26525,OK,1,['2024-02-06 14:24:20'],['NCCR']
VC351086945,23917,21,23911,OK,6,['2024-02-21 04:29:40'],['NR']
VC351086B07,26482,0,26437,OK,45,['2024-02-20 14:04:21'],['NCCR']
VC35108693Y,28538,0,28537,OK,1,['2024-02-21 14:31:24'],['NR']
VC35108693S,28583,0,28581,OK,2,['2024-02-22 02:03:14'],['NR']
VC351086951,28565,0,28556,OK,9,['2024-02-22 17:10:29'],['NCR']
VC35108694U,28563,0,28563,OK,0,['2024-02-23 04:20:36'],['NR']
VC35108694E,23843,0,23833,OK,10,['2024-02-23 15:59:45'],['NR']
VC35108694J,28556,9,28524,OK,32,['2024-02-24 01:19:35'],['NR']
VC35108693M,28552,2,28448,OK,104,['2024-02-24 13:08:36'],['NCR']
VC351086957,28554,1,28555,FAIL,1,['2024-03-04 00:05:26'],['NR']
VC35108695D,28511,0,28509,OK,2,['2024-03-04 10:58:53'],['NR']
VC35108695P,28642,1,28641,OK,1,['2024-03-04 21:59:13'],['NR']
VC35108695V,28573,0,28566,OK,7,['2024-03-05 08:24:36'],['NR']
VC351086EA2,28330,0,28327,OK,3,['2024-03-05 09:06:21'],['NCCR']
VC35108695J,28521,13,28521,OK,0,['2024-03-05 18:23:55'],['NR']
VC351086EA8,28254,40,28116,OK,138,['2024-03-04 13:57:20'],['NR']
VC351086EB1,28324,14,28324,OK,0,['2024-03-06 01:28:24'],['NRR']
VC351086EFB,30481,29,30480,OK,1,['2024-03-06 04:43:28'],['NR']
VC351086B18,26571,0,26549,OK,22,['2024-03-06 16:03:06'],['NR']
VC351086EAE,30333,48,30338,FAIL,5,['2024-03-06 17:53:47'],['NCCRR']
VC351086EAP,32999,0,32997,OK,2,['2024-03-07 17:16:53'],['NCR']
VC351086B19,26472,0,26443,OK,29,['2024-03-08 09:40:45'],['NCCCR']
VC351086EBI,32958,139,32856,OK,102,['2024-03-09 00:39:32'],['NCCRR']
VC351086EB7,30214,0,30201,OK,13,['2024-03-10 01:23:27'],['NCR']
VC351086B20,23643,0,23638,OK,5,['2024-03-10 15:08:05'],['NR']
VC351086B21,26455,0,26446,OK,9,['2024-03-11 01:53:55'],['NR']
VC351086EBT,33122,7,33116,OK,6,['2024-03-11 13:33:49'],['NR']
VC351086EF5,28421,8,28420,OK,1,['2024-03-12 04:16:48'],['NRR']
VC351086B22,23667,0,23613,OK,54,['2024-03-12 19:50:01'],['NR']
VC35108593X,28665,0,28665,OK,0,['2024-03-13 00:03:42'],['NCR']
VC351086B30,23722,4,23722,OK,0,['2024-03-13 08:52:42'],['NRR']
VC351085B01,26677,0,26677,OK,0,['2024-03-13 10:32:47'],['NCRR']
VC35108593D,23844,0,23844,OK,0,['2024-03-13 20:17:28'],['NR']
VC351085937,28505,0,28504,OK,1,['2024-03-14 22:06:29'],['NC']
VC312642S10,26641,4,26632,OK,9,['2024-03-14 05:30:55'],['NCCCCRR']
VC351086EFM,30399,0,30269,OK,130,['2024-03-15 08:28:03'],['N']
VC35108593M,30559,0,30552,OK,7,['2024-03-15 13:51:55'],['NCRR']
VC351086B29,26693,0,26693,OK,0,['2024-03-15 22:33:22'],['N']
VC351085B03,26893,0,26877,OK,16,['2024-03-16 01:59:03'],['NRR']
VC35108694P,25887,0,25887,OK,0,['2024-03-16 07:57:55'],['NC']
VC35108594F,28578,0,28571,OK,7,['2024-03-16 12:24:50'],['NRR']
VC351085944,30546,0,30451,OK,95,['2024-03-16 22:18:24'],['NCCR']
VC351085B05,26676,0,26676,OK,0,['2024-03-17 13:15:13'],['NR']
VC35108594L,28466,0,28466,OK,0,['2024-03-17 22:18:43'],['NRR']
VC35108594R,28557,0,28533,OK,24,['2024-03-18 08:56:54'],['NCCR']
ZA342416938,29397,117,29363,OK,34,['2024-03-18 14:20:35'],['NCCCR']
ZA34241693E,4907,13,4902,OK,5,['2024-03-19 18:01:49'],['NRR']
VC35108595M,30481,0,30477,OK,4,['2024-03-19 19:47:09'],['NCR']
VC351086EAE,30230,0,30185,OK,45,['2024-03-19 05:18:24'],['NR']
VC351085931,28114,0,28113,OK,1,['2024-03-13 20:51:11'],['NRR']
VC351085B10,33341,0,33341,OK,0,['2024-03-20 07:51:40'],['NCR']
VC351086957,28451,1,28443,OK,8,['2024-03-12 13:03:49'],['NR']
VC351085EAB,30296,16,30267,OK,29,['2024-03-22 18:38:42'],['NCRR']
VC35108595D,21399,0,21399,OK,0,['2024-03-23 18:04:31'],['NCR']
VC351085B18,26716,17,26587,OK,129,['2024-03-23 15:59:04'],['NRR']
VC351085B17,33287,2,33287,OK,0,['2024-03-24 02:57:07'],['NR']
VC351085B16,33328,0,33183,OK,145,['2024-03-24 02:42:58'],['NRR']
VC351085EB8,30532,70,30470,OK,62,['2024-03-24 14:02:12'],['NCRR']
VC35108595Y,30362,0,30291,OK,71,['2024-03-24 19:04:46'],['NR']
VC351918931,30498,5,30495,OK,3,['2024-03-25 05:58:03'],['NCR']
VC351085B21,33178,35,33035,OK,143,['2024-03-25 09:10:42'],['NCCRR']
VC351085B23,26590,21,26569,OK,21,['2024-03-26 01:05:17'],['NCCR']
VC351918B01,26556,99,26433,OK,123,['2024-03-26 03:00:33'],['NCCCR']
VC351085B22,33259,0,33259,OK,0,['2024-03-26 20:05:07'],['NR']
VC351085EAZ,15995,4,15983,OK,12,['2024-03-27 07:13:22'],['NR']
VC351085EAN,30356,0,30356,OK,0,['2024-03-27 13:18:52'],['NCRR']
VC35191895Z,28437,0,28435,OK,2,['2024-03-27 18:07:26'],['NCRR']
VC351918B02,26688,0,26682,OK,6,['2024-03-28 02:00:18'],['NR']
VC351918B03,26655,0,26655,OK,0,['2024-03-28 11:19:22'],['NCR']
VC35191893M,30425,0,30411,OK,14,['2024-03-28 12:03:51'],['NRR']
VC351918952,30599,0,30589,OK,10,['2024-03-28 21:00:16'],['NCR']
VC35191893X,30374,0,30371,OK,3,['2024-03-28 23:32:16'],['NCRR']
VC35191894Q,30478,0,30473,OK,5,['2024-03-29 07:57:44'],['NR']
VC351918B05,26660,0,26660,OK,0,['2024-03-29 21:53:30'],['NR']
VC351918B14,26570,0,26567,OK,3,['2024-03-30 08:56:53'],['NR']
VC35191895T,28627,0,28611,OK,16,['2024-03-30 07:14:39'],['NCR']
VC351918B07,26655,0,26654,OK,1,['2024-03-30 18:20:45'],['NR']
VC35191895N,28351,0,28351,OK,0,['2024-03-30 18:55:17'],['NR']
VC351918B09,26622,0,26619,OK,3,['2024-03-31 04:18:08'],['NR']
VC351918EBX,28437,0,28418,OK,19,['2024-03-31 05:13:29'],['NCCR']
VC351918B15,26497,2,26487,OK,10,['2024-03-31 13:37:43'],['NR']
VC35191894F,30566,0,30563,OK,3,['2024-03-31 16:55:15'],['NR']
VC35191893C,27444,0,27443,OK,1,['2024-03-31 23:42:28'],['NR']
VC351918EBM,30141,0,30141,OK,0,['2024-04-01 03:43:35'],['NR']
VC351918B10,26496,0,26487,OK,9,['2024-04-01 08:48:12'],['NR']
VC351918EBG,28654,0,28651,OK,3,['2024-04-01 13:17:59'],['NR']
VC351918EA6,30187,12,30186,OK,1,['2024-04-01 20:21:07'],['NCCR']
VC35191895D,26929,0,26926,OK,3,['2024-03-29 20:30:13'],['NR']
VC351085957,28363,0,28354,OK,9,['2024-04-02 11:10:25'],['NCCRR']
VC35108594X,20892,0,20892,OK,0,['2024-04-03 00:44:13'],['NCR']
VC351085B40,26534,0,26534,OK,0,['2024-04-04 01:02:30'],['NR']
VC351918EAS,30165,0,30155,OK,10,['2024-04-04 12:52:01'],['NCR']
VC351918B19,26410,0,26410,OK,0,['2024-04-05 02:43:30'],['NR']
VC351918EB4,28412,0,28407,OK,5,['2024-04-05 14:32:13'],['NR']
VC351918B22,26541,0,26541,OK,0,['2024-04-06 03:22:08'],['NR']
VC351918B28,26538,8,26533,OK,5,['2024-04-06 15:17:44'],['NRR']
VC351918EBA,28298,0,28298,OK,0,['2024-04-07 03:57:04'],['NR']
VC351918EAH,30181,5,30176,OK,5,['2024-04-07 17:24:30'],['NCR']
VC351918B38,26643,0,26639,OK,4,['2024-04-13 10:38:54'],['NR']
VC351918EFF,30095,0,30081,OK,14,['2024-04-13 23:46:46'],['NCCCR']
VC351918EG1,28560,0,28549,OK,11,['2024-04-14 17:26:02'],['NR']
VC351918EF4,30195,0,30193,OK,2,['2024-04-15 04:26:38'],['NCCCCR']
VC351918B37,26510,0,26510,OK,0,['2024-04-15 19:44:10'],['NR']
VC351918B44,26458,0,26451,OK,7,['2024-04-16 07:11:10'],['NCR']
VC351918EFQ,29933,1,29934,FAIL,1,['2024-04-16 20:27:05'],['NR']
ZA135389L5G,4756,0,4756,OK,0,['2024-02-25 02:35:29'],['NR']
ZA135389L5E,4722,0,4722,OK,0,['2024-02-25 07:32:23'],['NR']
ZA135389L5F,4672,0,4672,OK,0,['2024-02-25 04:45:44'],['NR']
VC351918EFQ,29823,1,29691,FAIL,132,['2024-04-25 18:32:08'],['NR']
VC351918EFQ,29395,3,29325,OK,70,['2024-04-28 06:07:04'],['NCC']
VC41643193P,28613,0,28613,OK,0,['2024-04-29 15:52:33'],['NC']
VC312642B28,26589,75,26554,OK,35,['2023-06-12 05:58:26'],['NCRR']
VC416431931,36858,32,36811,OK,47,['2024-04-29 17:39:52'],['NRR']
VC41643193E,28473,0,28469,OK,4,['2024-04-29 23:42:28'],['NR']
VC41643193K,26858,0,26858,OK,0,['2024-04-30 07:52:54'],['NC']
VC41643194X,28500,0,28492,OK,8,['2024-04-30 09:28:02'],['NR']
VC41643194H,20982,0,20980,OK,2,['2024-04-30 18:55:56'],['NR']
VC41643194P,20914,0,20905,OK,9,['2024-05-01 01:38:41'],['NRR']
VC41643194L,20958,0,20944,OK,14,['2024-05-01 10:11:39'],['NRR']
VC417813931,28561,0,28561,OK,0,['2024-05-02 05:25:45'],['NCCRR']
VC41643194T,20866,0,20866,OK,0,['2024-05-02 17:23:46'],['NRR']
VC416431954,28663,0,28657,OK,6,['2024-05-03 00:49:58'],['NR']
VC41643195A,19368,0,19332,OK,36,['2024-05-03 12:23:10'],['NRR']
VC41643195K,28446,0,28437,OK,9,['2024-05-06 05:00:14'],['NC']
VC417813959,28600,0,28600,OK,0,['2024-05-06 17:34:27'],['NR']
VC417813B01,26691,0,26669,OK,22,['2024-05-07 19:08:22'],['NR']
VC41781394X,30425,0,30406,OK,19,['2024-05-07 05:28:26'],['N']
VC41781393I,30480,0,30477,OK,3,['2024-05-10 18:13:25'],['NCCR']
VC417813B06,33361,7,33343,OK,18,['2024-05-10 17:43:04'],['NCR']
VC417813B07,26676,0,26675,OK,1,['2024-05-11 05:04:45'],['NR']
VC419271931,28550,0,28394,OK,156,['2024-05-11 09:24:39'],['NCCR']
VC41781393T,30377,0,30375,OK,2,['2024-05-11 15:22:18'],['NCR']
PF352603B01,26636,15,26543,OK,93,['2024-05-11 13:52:36'],['NCCR']
VC417813B08,26632,0,26630,OK,2,['2024-05-12 01:54:12'],['NR']
VC417813B09,26717,0,26671,OK,46,['2024-05-11 22:14:12'],['NCCR']
PF352603932,24542,0,24489,OK,53,['2024-05-12 02:26:05'],['NR']
VC417813945,28451,0,28448,OK,3,['2024-05-12 09:31:34'],['NR']
VC41643195Q,19448,0,19425,OK,23,['2024-05-12 10:28:39'],['NR']
VC41781395F,28400,14,28388,OK,12,['2024-05-12 10:51:34'],['NR']
VC419271937,30248,0,30248,OK,0,['2024-05-12 17:57:55'],['NCR']
VC419271B01,26487,0,26487,OK,0,['2024-05-12 23:08:09'],['NR']
VC41781394M,23276,153,23326,FAIL,50,['2024-05-12 19:04:02'],['NCCCCCCR']
VC41643193V,20252,1,20233,OK,19,['2024-04-28 22:50:20'],['NCRR']
VC41643193Z,28136,0,28133,OK,3,['2024-04-29 04:44:27'],['NCCRR']
VC41781394B,30550,0,30532,OK,18,['2024-05-13 17:30:53'],['NCCCCCCCCCCCR']
VC41781394M,22496,773,23203,FAIL,707,['2024-05-14 20:13:07'],['NR']
VC419271953,28454,25,28312,OK,142,['2024-05-18 22:54:22'],['NCRR']
VC419271945,30364,24,30199,OK,165,['2024-05-19 15:10:23'],['NCRR']
VC41927194G,26582,0,26576,OK,6,['2024-05-20 03:33:46'],['NR']
VC41927193I,30335,0,30287,OK,48,['2024-05-20 12:37:06'],['NC']
VC41927194R,30455,0,30455,OK,0,['2024-05-20 13:18:39'],['NR']
VC419271B05,30455,0,30332,OK,123,['2024-05-20 23:09:41'],['NR']
VC419271B04,26574,0,26480,OK,94,['2024-05-21 00:07:36'],['NR']
VC419271B06,26577,0,26574,OK,3,['2024-05-21 13:21:40'],['NRR']
VC41927193T,30286,0,30202,OK,84,['2024-05-21 11:05:35'],['NR']
VC419271B07,26562,0,26492,OK,70,['2024-05-21 21:30:37'],['NC']
VC419271B08,26389,0,26373,OK,16,['2024-05-21 21:52:04'],['NR']
PF352602931,24652,0,24652,OK,0,['2024-05-22 07:14:13'],['N']
PF352602B01,26684,0,26673,OK,11,['2024-05-22 07:53:47'],['NR']
PF352602B02,26586,0,26562,OK,24,['2024-05-22 13:54:01'],['NC']
PF35260293J,24181,0,24120,OK,61,['2024-05-22 22:31:04'],['N']
PF352602B05,26583,0,26553,OK,30,['2024-05-26 13:51:44'],['NCRR']
PF35260293A,24444,1,24438,OK,6,['2024-05-27 04:37:12'],['NCR']
VC419272EA6,28519,0,28423,OK,96,['2024-05-27 02:39:06'],['NCR']
VC41927294W,30550,0,30528,OK,22,['2024-05-27 15:06:33'],['NR']
VC41927295J,30501,6,30491,OK,10,['2024-05-27 14:42:57'],['NR']
VC419272958,30438,0,30419,OK,19,['2024-05-28 02:05:19'],['NRR']
VC419272B02,26695,4,26671,OK,24,['2024-05-28 03:35:21'],['NCR']
VC419272B03,26647,0,26633,OK,14,['2024-05-28 11:18:55'],['NR']
VC419272B04,26400,0,26381,OK,19,['2024-05-28 13:40:26'],['NRR']
VC419272B05,26720,0,26692,OK,28,['2024-05-28 20:02:49'],['NR']
VC41927294A,30599,5,30575,OK,24,['2024-05-29 12:48:55'],['NCR']
VC41927195L,30383,32,30285,OK,98,['2024-05-29 17:15:25'],['NR']
VC419272931,30557,0,30549,OK,8,['2024-05-30 01:22:30'],['NR']
VC41927195W,28604,0,28565,OK,39,['2024-05-30 04:24:47'],['NR']
VC419271B19,26692,0,26678,OK,14,['2024-05-30 13:24:13'],['NR']
VC419272B01,26615,0,26596,OK,19,['2024-05-30 12:17:02'],['NCR']
VC419272B07,26740,0,26723,OK,17,['2024-05-30 23:43:04'],['NR']
VC41927293C,30446,0,30445,OK,1,['2024-05-31 00:25:07'],['NR']
VC419272B08,26695,0,26694,OK,1,['2024-05-31 10:16:55'],['NRR']
VC41927293Y,30659,7,30655,OK,4,['2024-05-31 10:18:08'],['NR']
VC421998931,28519,0,28494,OK,25,['2024-05-31 20:26:20'],['NR']
VC421999931,25892,0,25892,OK,0,['2024-05-31 19:59:43'],['NR']
VC421998B01,26725,0,26702,OK,23,['2024-06-01 11:03:19'],['NR']
VC421999B01,19671,9,19670,OK,1,['2024-06-01 08:21:03'],['NCR']
VC41927295U,30561,0,30558,OK,3,['2024-06-01 17:00:23'],['NCR']
VC421998937,30581,0,30580,OK,1,['2024-06-01 20:57:50'],['NCR']
VC419272B13,26694,0,26657,OK,37,['2024-06-02 05:36:17'],['NRR']
VC421998B02,26659,0,26657,OK,2,['2024-06-02 07:38:57'],['NCR']
VC42199893I,30675,0,30652,OK,23,['2024-06-02 15:02:31'],['NRR']
VC421998945,30393,0,30379,OK,14,['2024-06-03 01:13:48'],['NR']
VC421999942,36985,1,36977,OK,8,['2024-06-02 18:24:30'],['NCR']
VC421998B03,26573,0,26565,OK,8,['2024-06-03 13:01:11'],['NR']
VC42199993V,28561,3,28516,OK,45,['2024-06-03 11:28:36'],['NCR']
VC42199993A,29575,0,29528,OK,47,['2024-06-03 22:20:33'],['NR']
VC417812B01,26633,0,26632,OK,1,['2024-06-03 23:36:00'],['NR']
VC421999B02,33230,1,33183,OK,47,['2024-06-04 08:21:18'],['NR']
VC42199893T,30603,0,30603,OK,0,['2024-06-04 07:46:37'],['NR']
VC417812934,33007,0,32972,OK,35,['2024-06-04 18:26:34'],['NR']
VC421998B05,33190,19,33171,OK,19,['2024-06-04 19:23:50'],['NCCCCRR']
VC42199993M,20943,11,20942,OK,1,['2024-06-05 10:10:04'],['NRR']
VC42199894G,23674,0,23671,OK,3,['2024-06-05 07:11:18'],['NCR']
VC421999B03,26596,21,26583,OK,13,['2024-06-05 18:06:32'],['NR']
VC41643195E,27875,8,27871,OK,4,['2024-05-01 17:46:14'],['NRR']
VC41643194D,20752,10,20734,OK,18,['2024-05-01 07:38:31'],['NCCR']
VC41643194A,14836,5,14834,OK,2,['2024-04-29 09:56:15'],['NR']
VC416431946,20836,0,20835,OK,1,['2024-04-30 15:29:27'],['NCC']
VC422502931,30500,0,30499,OK,1,['2024-06-06 00:35:21'],['NCR']
VC422501B01,26510,0,26500,OK,10,['2024-06-06 04:29:34'],['N']
VC422501931,30536,0,30532,OK,4,['2024-06-06 10:55:20'],['NR']
VC42250293Y,28572,0,28569,OK,3,['2024-06-06 13:39:08'],['NR']
VC422502B02,26590,0,26586,OK,4,['2024-06-06 23:52:10'],['N']
VC421998B04,26644,4,26642,OK,2,['2024-06-06 21:43:31'],['NR']
VC422502B01,26553,0,26553,OK,0,['2024-06-07 07:41:36'],['N']
VC42250293C,30482,0,30474,OK,8,['2024-06-07 07:20:08'],['NR']
VC41927294L,30632,0,30613,OK,19,['2024-06-07 16:10:44'],['NR']
VC419272B06,26678,0,26678,OK,0,['2024-06-07 17:31:53'],['NCR']
VC41927293N,30565,0,30556,OK,9,['2024-06-08 01:03:00'],['N']
VC419272B18,26738,0,26738,OK,0,['2024-06-08 02:28:30'],['NR']
VC422502B03,26563,0,26512,OK,51,['2024-06-08 11:28:11'],['N']
VC42250293N,30295,1,30291,OK,4,['2024-06-08 10:51:12'],['NR']
VC41781293F,41431,0,41411,OK,20,['2024-06-08 19:13:35'],['NCR']
VC421998B13,26567,0,26554,OK,13,['2024-06-09 08:53:31'],['N']
VC421998959,30401,0,30399,OK,2,['2024-06-09 09:04:20'],['NRR']
VC417812931,14886,0,14886,OK,0,['2024-06-09 19:54:37'],['NCR']
VC421998B14,26584,0,26584,OK,0,['2024-06-09 17:56:52'],['N']
VC42199894X,30288,0,30287,OK,1,['2024-06-08 21:20:15'],['NR']
VC42199894R,28616,0,28616,OK,0,['2024-06-10 02:22:53'],['NR']
VC41927195F,28557,0,28554,OK,3,['2024-06-10 11:06:23'],['N']
VC419271959,28631,0,28630,OK,1,['2024-06-10 22:28:44'],['N']
VC422502945,30143,0,30143,OK,0,['2024-06-12 17:51:24'],['NCR']
VC422502B13,26500,0,26493,OK,7,['2024-06-13 09:15:11'],['NCRR']
VC42250294G,30034,0,30029,OK,5,['2024-06-13 19:13:03'],['NCRR']
VC422502B14,26439,3,26431,OK,8,['2024-06-14 09:20:18'],['NCRR']
VC422502953,28276,2,28270,OK,6,['2024-06-14 22:27:37'],['NCCR']
VC422502959,30270,0,30269,OK,1,['2024-06-15 11:16:06'],['NCCR']
VC422502B15,26591,0,26591,OK,0,['2024-06-16 01:16:08'],['NCR']
VC422502B17,26637,0,26635,OK,2,['2024-06-16 11:31:33'],['NR']
VC42250295K,30529,1,30524,OK,5,['2024-06-16 21:28:44'],['NCCCR']
PF352603B04,26625,0,26617,OK,8,['2024-06-17 23:39:12'],['NCRR']
PF35260393V,24617,0,24611,OK,6,['2024-06-18 10:03:49'],['NR']
VC42250194L,28512,0,28504,OK,8,['2024-06-21 05:49:34'],['NR']
VC422502B22,26586,0,26586,OK,0,['2024-06-21 21:15:13'],['NR']
VC42250295V,30514,0,30514,OK,0,['2024-06-22 07:26:42'],['NCR']
VC422502EA7,28432,18,28424,OK,8,['2024-06-22 19:09:59'],['NCCR']
VC422501B07,33130,20,33120,OK,10,['2024-06-27 00:54:00'],['NR']
VC42250193C,23755,0,23739,OK,16,['2024-06-27 14:17:00'],['NCCR']
VC422501B06,33237,14,33130,OK,107,['2024-06-28 19:19:19'],['NRR']
VC422501B05,33310,0,33281,OK,29,['2024-06-29 00:30:48'],['NCR']
VC42250194A,30434,0,30433,OK,1,['2024-06-29 11:15:44'],['NR']
VC422501B08,26599,0,26585,OK,14,['2024-06-29 12:37:34'],['NCR']
VC42250193N,23805,0,23785,OK,20,['2024-06-28 11:33:12'],['NCR']
VC424229931,30526,0,30505,OK,21,['2024-06-29 23:01:21'],['NCR']
VC42422994E,28709,0,28704,OK,5,['2024-06-30 09:38:10'],['NR']
VC424229943,30535,18,30480,OK,55,['2024-06-30 13:31:37'],['NCRR']
VC424229B02,26699,0,26695,OK,4,['2024-06-30 17:52:45'],['NCRR']
VC42250193Y,23795,0,23773,OK,22,['2024-06-28 00:35:28'],['NR']
VC422502B33,26462,6,26443,OK,19,['2024-07-01 02:20:35'],['NRR']
VC42250294R,30028,0,30028,OK,0,['2024-07-01 10:12:54'],['NCR']
VC424229B01,26540,0,26505,OK,35,['2024-06-29 23:38:04'],['NCCRR']
VC428489B01,26618,11,26616,OK,2,['2024-07-05 19:51:25'],['NCCCR']
VC42848993B,25941,0,25937,OK,4,['2024-07-06 08:39:58'],['NR']
VC428489B02,26642,0,26641,OK,1,['2024-07-06 18:39:25'],['NR']
VC428489931,26808,4,26808,OK,0,['2024-07-07 03:46:15'],['NR']
VC428489944,30064,0,30064,OK,0,['2024-07-07 12:45:33'],['N']
VC42848994G,23649,0,23649,OK,0,['2024-07-07 21:07:22'],['N']
VC428489B05,33292,0,33276,OK,16,['2024-07-08 03:41:53'],['NCCCR']
VC428489B03,33370,0,33368,OK,2,['2024-07-08 21:22:06'],['NR']
VC42848994P,31384,0,31381,OK,3,['2024-07-09 14:04:50'],['NR']
VC42422993R,30085,0,30085,OK,0,['2024-07-10 01:45:14'],['NR']
VC424229B04,26528,0,26528,OK,0,['2024-07-10 11:54:41'],['NCR']
VC428489B06,26710,0,26710,OK,0,['2024-07-10 23:49:13'],['NR']
VC428489B04,26677,0,26677,OK,0,['2024-07-11 07:53:19'],['NR']
VC42849093D,41337,0,41336,OK,1,['2024-07-11 18:42:47'],['NR']
VC428489B09,26563,0,26562,OK,1,['2024-07-12 09:44:17'],['NR']
VC42849094L,30547,0,30547,OK,0,['2024-07-12 19:29:17'],['NR']
VC42848993L,21871,0,21870,OK,1,['2024-07-13 05:46:48'],['NRR']
VC428490B01,26572,0,26570,OK,2,['2024-07-13 13:11:11'],['NR']
VC428490B02,26651,0,26651,OK,0,['2024-07-13 11:20:56'],['NCCR']
VC428489952,26927,0,26897,OK,30,['2024-07-13 22:12:25'],['NCR']
VC42849094A,30433,0,30428,OK,5,['2024-07-13 23:55:06'],['NR']
VC42848993U,24458,0,24445,OK,13,['2024-07-14 09:50:03'],['NR']
VC428490931,34838,0,34829,OK,9,['2024-07-14 10:10:28'],['NR']
VC428489B16,26572,0,26552,OK,20,['2024-07-14 21:48:50'],['NR']
VC428490B04,33300,0,33277,OK,23,['2024-07-14 19:32:28'],['NCR']
VC42849093L,30422,0,30417,OK,5,['2024-07-15 07:55:10'],['N']
VC42849093W,35118,0,35116,OK,2,['2024-07-15 09:35:12'],['NR']
VC428490B05,33331,0,33326,OK,5,['2024-07-15 17:23:29'],['NR']
PF35260394Q,24523,0,24523,OK,0,['2024-07-15 22:28:07'],['NR']
PF352603B09,26677,0,26677,OK,0,['2024-07-16 14:22:57'],['NRR']
PF352602B11,14294,0,14294,OK,0,['2024-07-16 23:39:11'],['NR']
PF35260295E,37949,2,37921,OK,28,['2024-07-16 17:51:30'],['NCR']
PF35260294U,24611,0,24610,OK,1,['2024-07-17 04:52:24'],['NCR']
PF35260293S,36720,2,36714,OK,6,['2024-07-17 08:38:17'],['NR']
PF352602954,24419,0,24401,OK,18,['2024-07-17 21:04:10'],['NCR']
PF35260294K,24733,0,24726,OK,7,['2024-07-18 07:21:58'],['NRR']
PF352602B13,26624,3,26622,OK,2,['2024-07-18 09:56:51'],['NCCRR']
PF352602B15,26762,0,26750,OK,12,['2024-07-18 16:12:12'],['NR']
VC41781394M,23101,1,23092,OK,9,['2024-06-10 01:48:10'],['NR']
PF352602B12,13276,0,13271,OK,5,['2024-07-18 23:52:28'],['NR']
PF352602942,24509,0,24509,OK,0,['2024-07-19 07:19:52'],['NCR']
PF352602B14,26600,0,26583,OK,17,['2024-07-19 02:04:21'],['NR']
PF352602B10,26319,2,26311,OK,8,['2024-07-16 07:19:19'],['NR']
PF352602B17,26732,0,26731,OK,1,['2024-07-19 17:53:54'],['NR']
PF352602B18,26530,1,26531,FAIL,1,['2024-07-20 02:49:16'],['NR']
PF352602B19,26694,0,26640,OK,54,['2024-07-20 02:50:13'],['NCR']
PF35260294B,24625,0,24619,OK,6,['2024-07-20 11:44:52'],['NCR']
PF35260295O,24190,0,24187,OK,3,['2024-07-20 20:43:56'],['NR']
VC428490953,30175,2,30172,OK,3,['2024-07-20 23:45:13'],['NCR']
VC221873937,28409,1,28397,OK,12,['2024-07-21 16:22:53'],['NR']
VC223219937,28500,0,28499,OK,1,['2024-07-21 18:13:19'],['NCCCCR']
VC428490B06,26567,0,26567,OK,0,['2024-07-22 07:52:46'],['NR']
PF352602B18,26358,1,26357,OK,1,['2024-07-22 17:22:42'],['NCR']
VC22187394M,28443,7,28390,OK,53,['2024-07-22 17:34:15'],['NR']
VC223219931,28528,0,28528,OK,0,['2024-07-23 03:38:57'],['NR']
PF352603B10,26715,0,26714,OK,1,['2024-07-23 07:31:30'],['NR']
PF35260295X,24258,0,24258,OK,0,['2024-07-19 18:02:18'],['NR']
VC42848995C,26042,0,26042,OK,0,['2024-07-23 13:15:18'],['NR']
PF352602B22,26209,0,26208,OK,1,['2024-07-20 13:16:36'],['NR']
PF35260394G,24478,0,24478,OK,0,['2024-07-23 19:19:17'],['NR']
VC428489B19,26668,0,26668,OK,0,['2024-07-23 22:05:26'],['NR']
